# Logfile created on 2022-01-07 16:26:45 +0000 by logger.rb/v1.4.2
[2022-01-07T16:26:45+00:00] INFO: Started Chef Infra Zero at chefzero://localhost:1 with repository at /opt/gitlab/embedded
  One version per cookbook

[2022-01-07T16:26:46+00:00] INFO: *** Chef Infra Client 15.17.4 ***
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] created file /opt/gitlab/sv/postgresql/log/config
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] updated file contents /opt/gitlab/sv/postgresql/log/config
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] owner changed to 0
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] group changed to 0
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] mode changed to 644
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] sending create action to ruby_block[verify_chown_persisted_on_postgresql] (immediate)
[2022-01-07T16:27:11+00:00] INFO: ruby_block[verify_chown_persisted_on_postgresql] called
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] created file /opt/gitlab/sv/postgresql/log/run
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] updated file contents /opt/gitlab/sv/postgresql/log/run
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] owner changed to 0
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] group changed to 0
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] mode changed to 755
[2022-01-07T16:27:11+00:00] INFO: directory[/opt/gitlab/sv/postgresql/env] created directory /opt/gitlab/sv/postgresql/env
[2022-01-07T16:27:11+00:00] INFO: directory[/opt/gitlab/sv/postgresql/env] owner changed to 0
[2022-01-07T16:27:11+00:00] INFO: directory[/opt/gitlab/sv/postgresql/env] group changed to 0
[2022-01-07T16:27:11+00:00] INFO: directory[/opt/gitlab/sv/postgresql/env] mode changed to 755
[2022-01-07T16:27:11+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] created directory /opt/gitlab/sv/postgresql/control
[2022-01-07T16:27:11+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] owner changed to 0
[2022-01-07T16:27:11+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] group changed to 0
[2022-01-07T16:27:11+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] mode changed to 755
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] created file /opt/gitlab/sv/postgresql/control/t
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] updated file contents /opt/gitlab/sv/postgresql/control/t
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] owner changed to 0
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] group changed to 0
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] mode changed to 755
[2022-01-07T16:27:11+00:00] INFO: link[/opt/gitlab/init/postgresql] created
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] sending run action to ruby_block[restart_service] (delayed)
[2022-01-07T16:27:11+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/config] sending create action to ruby_block[reload_log_service] (delayed)
[2022-01-07T16:27:11+00:00] INFO: link[/opt/gitlab/service/postgresql] created
[2022-01-07T16:27:15+00:00] INFO: ruby_block[wait for postgresql service socket] called
[2022-01-07T16:27:15+00:00] INFO: directory[/opt/gitlab/service/postgresql/supervise] mode changed to 755
[2022-01-07T16:27:15+00:00] INFO: directory[/opt/gitlab/service/postgresql/log/supervise] mode changed to 755
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/ok] created file /opt/gitlab/service/postgresql/supervise/ok
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/ok] owner changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/ok] group changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/ok] updated atime and mtime to 2022-01-07 16:27:15 +0000
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/ok] created file /opt/gitlab/service/postgresql/log/supervise/ok
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/ok] owner changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/ok] group changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/ok] updated atime and mtime to 2022-01-07 16:27:15 +0000
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/status] owner changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/status] group changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/status] updated atime and mtime to 2022-01-07 16:27:15 +0000
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] owner changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] group changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] updated atime and mtime to 2022-01-07 16:27:15 +0000
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/control] created file /opt/gitlab/service/postgresql/supervise/control
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/control] owner changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/control] group changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/supervise/control] updated atime and mtime to 2022-01-07 16:27:15 +0000
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/control] created file /opt/gitlab/service/postgresql/log/supervise/control
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/control] owner changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/control] group changed to 996
[2022-01-07T16:27:15+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/control] updated atime and mtime to 2022-01-07 16:27:15 +0000
[2022-01-07T16:27:16+00:00] INFO: ruby_block[reload_log_service] called
[2022-01-07T16:27:16+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] sending run action to ruby_block[restart_log_service] (delayed)
[2022-01-07T16:27:16+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] owner changed to 996
[2022-01-07T16:27:16+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] group changed to 996
[2022-01-07T16:27:16+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] updated atime and mtime to 2022-01-07 16:27:16 +0000
[2022-01-07T16:27:16+00:00] INFO: ruby_block[restart_log_service] called
[2022-01-07T16:27:16+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] owner changed to 996
[2022-01-07T16:27:16+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] group changed to 996
[2022-01-07T16:27:16+00:00] INFO: file[/opt/gitlab/service/postgresql/log/supervise/status] updated atime and mtime to 2022-01-07 16:27:16 +0000
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/var/puma] created directory /opt/gitlab/var/puma
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/var/puma] owner changed to 998
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/var/puma] mode changed to 700
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma] created directory /opt/gitlab/sv/puma
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma] owner changed to 0
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma] group changed to 0
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma] mode changed to 755
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/run] created file /opt/gitlab/sv/puma/run
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/run] updated file contents /opt/gitlab/sv/puma/run
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/run] owner changed to 0
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/run] group changed to 0
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/run] mode changed to 755
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma/log] created directory /opt/gitlab/sv/puma/log
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma/log] owner changed to 0
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma/log] group changed to 0
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma/log] mode changed to 755
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma/log/main] created directory /opt/gitlab/sv/puma/log/main
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma/log/main] owner changed to 0
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma/log/main] group changed to 0
[2022-01-07T16:27:32+00:00] INFO: directory[/opt/gitlab/sv/puma/log/main] mode changed to 755
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/log/config] created file /opt/gitlab/sv/puma/log/config
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/log/config] updated file contents /opt/gitlab/sv/puma/log/config
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/log/config] owner changed to 0
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/log/config] group changed to 0
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/log/config] mode changed to 644
[2022-01-07T16:27:32+00:00] INFO: template[/opt/gitlab/sv/puma/log/config] sending create action to ruby_block[verify_chown_persisted_on_puma] (immediate)
[2022-01-07T16:27:32+00:00] INFO: ruby_block[verify_chown_persisted_on_puma] called
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/log/run] created file /opt/gitlab/sv/puma/log/run
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/log/run] updated file contents /opt/gitlab/sv/puma/log/run
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/log/run] owner changed to 0
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/log/run] group changed to 0
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/log/run] mode changed to 755
[2022-01-07T16:27:33+00:00] INFO: directory[/opt/gitlab/sv/puma/env] created directory /opt/gitlab/sv/puma/env
[2022-01-07T16:27:33+00:00] INFO: directory[/opt/gitlab/sv/puma/env] owner changed to 0
[2022-01-07T16:27:33+00:00] INFO: directory[/opt/gitlab/sv/puma/env] group changed to 0
[2022-01-07T16:27:33+00:00] INFO: directory[/opt/gitlab/sv/puma/env] mode changed to 755
[2022-01-07T16:27:33+00:00] INFO: directory[/opt/gitlab/sv/puma/control] created directory /opt/gitlab/sv/puma/control
[2022-01-07T16:27:33+00:00] INFO: directory[/opt/gitlab/sv/puma/control] owner changed to 0
[2022-01-07T16:27:33+00:00] INFO: directory[/opt/gitlab/sv/puma/control] group changed to 0
[2022-01-07T16:27:33+00:00] INFO: directory[/opt/gitlab/sv/puma/control] mode changed to 755
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/t] created file /opt/gitlab/sv/puma/control/t
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/t] updated file contents /opt/gitlab/sv/puma/control/t
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/t] owner changed to 0
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/t] group changed to 0
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/t] mode changed to 755
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/h] created file /opt/gitlab/sv/puma/control/h
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/h] updated file contents /opt/gitlab/sv/puma/control/h
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/h] owner changed to 0
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/h] group changed to 0
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/control/h] mode changed to 755
[2022-01-07T16:27:33+00:00] INFO: link[/opt/gitlab/init/puma] created
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/run] sending run action to ruby_block[restart_service] (delayed)
[2022-01-07T16:27:33+00:00] INFO: template[/opt/gitlab/sv/puma/log/config] sending create action to ruby_block[reload_log_service] (delayed)
[2022-01-07T16:27:33+00:00] INFO: link[/opt/gitlab/service/puma] created
[2022-01-07T16:27:36+00:00] INFO: ruby_block[wait for puma service socket] called
[2022-01-07T16:27:37+00:00] INFO: ruby_block[reload_log_service] called
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/puma/log/run] sending run action to ruby_block[restart_log_service] (delayed)
[2022-01-07T16:27:37+00:00] INFO: ruby_block[restart_log_service] called
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] created directory /opt/gitlab/sv/sidekiq
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] owner changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] group changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] mode changed to 755
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] created file /opt/gitlab/sv/sidekiq/run
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] updated file contents /opt/gitlab/sv/sidekiq/run
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] owner changed to 0
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] group changed to 0
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] mode changed to 755
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] created directory /opt/gitlab/sv/sidekiq/log
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] owner changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] group changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] mode changed to 755
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] created directory /opt/gitlab/sv/sidekiq/log/main
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] owner changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] group changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] mode changed to 755
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/config] created file /opt/gitlab/sv/sidekiq/log/config
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/config] updated file contents /opt/gitlab/sv/sidekiq/log/config
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/config] owner changed to 0
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/config] group changed to 0
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/config] mode changed to 644
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/config] sending create action to ruby_block[verify_chown_persisted_on_sidekiq] (immediate)
[2022-01-07T16:27:37+00:00] INFO: ruby_block[verify_chown_persisted_on_sidekiq] called
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] created file /opt/gitlab/sv/sidekiq/log/run
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] updated file contents /opt/gitlab/sv/sidekiq/log/run
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] owner changed to 0
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] group changed to 0
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] mode changed to 755
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/env] created directory /opt/gitlab/sv/sidekiq/env
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/env] owner changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/env] group changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/env] mode changed to 755
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/control] created directory /opt/gitlab/sv/sidekiq/control
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/control] owner changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/control] group changed to 0
[2022-01-07T16:27:37+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/control] mode changed to 755
[2022-01-07T16:27:37+00:00] INFO: link[/opt/gitlab/init/sidekiq] created
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] sending run action to ruby_block[restart_service] (delayed)
[2022-01-07T16:27:37+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/config] sending create action to ruby_block[reload_log_service] (delayed)
[2022-01-07T16:27:37+00:00] INFO: link[/opt/gitlab/service/sidekiq] created
[2022-01-07T16:27:42+00:00] INFO: ruby_block[wait for sidekiq service socket] called
[2022-01-07T16:27:42+00:00] INFO: ruby_block[reload_log_service] called
[2022-01-07T16:27:42+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] sending run action to ruby_block[restart_log_service] (delayed)
[2022-01-07T16:27:44+00:00] INFO: ruby_block[restart_log_service] called
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse] created directory /opt/gitlab/etc/gitlab-workhorse
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse] owner changed to 998
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse] mode changed to 700
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse/env] created directory /opt/gitlab/etc/gitlab-workhorse/env
[2022-01-07T16:27:44+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/PATH] created file /opt/gitlab/etc/gitlab-workhorse/env/PATH
[2022-01-07T16:27:44+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/PATH] updated file contents /opt/gitlab/etc/gitlab-workhorse/env/PATH
[2022-01-07T16:27:44+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/HOME] created file /opt/gitlab/etc/gitlab-workhorse/env/HOME
[2022-01-07T16:27:44+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/HOME] updated file contents /opt/gitlab/etc/gitlab-workhorse/env/HOME
[2022-01-07T16:27:44+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/SSL_CERT_DIR] created file /opt/gitlab/etc/gitlab-workhorse/env/SSL_CERT_DIR
[2022-01-07T16:27:44+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/SSL_CERT_DIR] updated file contents /opt/gitlab/etc/gitlab-workhorse/env/SSL_CERT_DIR
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] created directory /opt/gitlab/sv/gitlab-workhorse
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] owner changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] group changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] mode changed to 755
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] created file /opt/gitlab/sv/gitlab-workhorse/run
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] updated file contents /opt/gitlab/sv/gitlab-workhorse/run
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] owner changed to 0
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] group changed to 0
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] mode changed to 755
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] created directory /opt/gitlab/sv/gitlab-workhorse/log
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] owner changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] group changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] mode changed to 755
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log/main] created directory /opt/gitlab/sv/gitlab-workhorse/log/main
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log/main] owner changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log/main] group changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log/main] mode changed to 755
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/config] created file /opt/gitlab/sv/gitlab-workhorse/log/config
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/config] updated file contents /opt/gitlab/sv/gitlab-workhorse/log/config
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/config] owner changed to 0
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/config] group changed to 0
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/config] mode changed to 644
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/config] sending create action to ruby_block[verify_chown_persisted_on_gitlab-workhorse] (immediate)
[2022-01-07T16:27:44+00:00] INFO: ruby_block[verify_chown_persisted_on_gitlab-workhorse] called
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] created file /opt/gitlab/sv/gitlab-workhorse/log/run
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] updated file contents /opt/gitlab/sv/gitlab-workhorse/log/run
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] owner changed to 0
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] group changed to 0
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] mode changed to 755
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/env] created directory /opt/gitlab/sv/gitlab-workhorse/env
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/env] owner changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/env] group changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/env] mode changed to 755
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/control] created directory /opt/gitlab/sv/gitlab-workhorse/control
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/control] owner changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/control] group changed to 0
[2022-01-07T16:27:44+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/control] mode changed to 755
[2022-01-07T16:27:44+00:00] INFO: link[/opt/gitlab/init/gitlab-workhorse] created
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] sending run action to ruby_block[restart_service] (delayed)
[2022-01-07T16:27:44+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/config] sending create action to ruby_block[reload_log_service] (delayed)
[2022-01-07T16:27:44+00:00] INFO: link[/opt/gitlab/service/gitlab-workhorse] created
[2022-01-07T16:27:48+00:00] INFO: ruby_block[wait for gitlab-workhorse service socket] called
[2022-01-07T16:27:48+00:00] INFO: ruby_block[reload_log_service] called
[2022-01-07T16:27:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] sending run action to ruby_block[restart_log_service] (delayed)
[2022-01-07T16:27:49+00:00] INFO: ruby_block[restart_log_service] called
[2022-01-07T16:27:50+00:00] INFO: template[/var/opt/gitlab/nginx/conf/gitlab-http.conf] backed up to /opt/gitlab/embedded/cookbooks/cache/backup/var/opt/gitlab/nginx/conf/gitlab-http.conf.chef-20220107162750.064626
[2022-01-07T16:27:50+00:00] INFO: template[/var/opt/gitlab/nginx/conf/gitlab-http.conf] updated file contents /var/opt/gitlab/nginx/conf/gitlab-http.conf
[2022-01-07T16:27:50+00:00] INFO: directory[/opt/gitlab/sv/nginx] created directory /opt/gitlab/sv/nginx
[2022-01-07T16:27:50+00:00] INFO: directory[/opt/gitlab/sv/nginx] owner changed to 0
[2022-01-07T16:27:50+00:00] INFO: directory[/opt/gitlab/sv/nginx] group changed to 0
[2022-01-07T16:27:50+00:00] INFO: directory[/opt/gitlab/sv/nginx] mode changed to 755
[2022-01-07T16:27:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] created file /opt/gitlab/sv/nginx/run
[2022-01-07T16:27:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] updated file contents /opt/gitlab/sv/nginx/run
[2022-01-07T16:27:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] owner changed to 0
[2022-01-07T16:27:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] group changed to 0
[2022-01-07T16:27:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] mode changed to 755
[2022-01-07T16:27:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log] created directory /opt/gitlab/sv/nginx/log
[2022-01-07T16:27:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log] owner changed to 0
[2022-01-07T16:27:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log] group changed to 0
